"","X","unique_Id","fare_amount","pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","passenger_count","total","year","month","day","dayOfWeek","hour","timeOfDay","dist","to_jfk","to_nkw","to_lag","to_msg","to_ts","to_freedom","to_grand","to_bronx","to_nyc"
"6952",6955,"000000140",5.3,-73.98526,40.768002,-73.986937,40.750753,1,1.66770682055808,"2011","6",12,"1",3,"Morning",1.92319510879079,43.8404751474881,35.3908689902943,19.464994768977,2.60851340683433,1.93121053931082,11.3733582417927,2.68021575714322,17013.5214789378,10.6312377004273
"6953",6956,"00000056",6.9,-73.982242,40.768878,-73.959997,40.763577,5,1.93152141160321,"2011","11",11,"6",21,"Night",1.96394606441065,42.7949945538882,38.3126522698909,16.6261011582425,5.41630863031735,3.3125876745708,14.0041716079288,3.73575804697915,17011.3338742187,13.1573679567921
"6954",6957,"00000063",4.5,-73.984435,40.748672,-73.987735,40.747332,2,1.50407739677627,"2013","8",6,"3",14,"Evening",0.315405694669701,42.3441130163751,34.319716623029,20.0989002706412,1.37521598458642,2.44399223313457,9.10231393327994,1.82583423997433,17013.0386072467,8.26828246211049
"6955",6958,"0000005",29,-74.0010147094727,40.7416687011719,-73.9531402587891,40.7887954711914,1,3.36729582998647,"2015","6",11,"5",16,"Evening",6.61184323209191,43.917784744558,37.4032554606808,18.2264691715408,6.61605853851069,6.61552298644706,13.2532580777658,6.84748892714495,17012.2788864937,12.5244325164647
"6956",6959,"0000006",12.9,-73.993183,40.727967,-73.9939,40.68659,1,2.55722731136763,"2009","11",16,"2",18,"Night",4.60130940884294,39.4229934896351,31.1012842033617,25.9420097337552,9.6122146762775,11.5809836263828,5.74154160199218,10.5467582578353,17012.5534926505,5.13770358242665
"6957",6960,"00000073",10.5,-73.987437,40.76523,-74.00304,40.734247,1,2.35137525716348,"2013","2",2,"7",13,"Mid-Day",3.68735948649386,43.9888625810095,33.155487921448,21.6283356201856,3.69452212535833,3.86115040349741,8.78724364497227,4.62999642280784,17014.6264729614,8.14880518207597
"6958",6961,"0000002",5,-74.001948,40.740452,-74.002877,40.749426,1,1.6094379124341,"2014","1",7,"3",9,"Mid-Day",1.00092763248565,44.2999094278545,31.5324444116338,22.9387577384156,2.13644458316748,4.3252656077469,7.41215217862463,4.68358596321594,17015.6101763772,6.87845752787796
"6959",6962,"00000064",21.5,-73.96916,40.761052,-73.957218,40.712082,1,3.06805293513362,"2014","6",26,"5",21,"Night",5.53739490434617,37.930436868796,37.5333320902024,18.4816544718451,7.60308346037917,7.07513474538068,11.277985677947,5.96951596341846,17008.7676413382,10.2350590932479
"6960",6963,"0000005",18.5,-73.9824447631836,40.7537994384766,-73.9650497436523,40.8063011169434,2,2.91777073208428,"2015","2",22,"1",0,"Night",6.01884607339651,45.4728753779334,39.6027537368781,17.7972165290254,7.64122036310905,6.14417082059424,16.438261670433,6.50572380068658,17012.3540414981,15.667166306915
"6961",6964,"0000005",4.9,-73.98114,40.747448,-73.974355,40.754967,1,1.58923520511658,"2012","3",29,"5",8,"Morning",1.01275816336963,41.6128897558779,35.8941218263341,18.5453783091335,2.76646668745553,2.32152818916866,10.4611044496234,1.01952821378628,17011.7950160507,9.54763823889803
"6962",6965,"0000001",13,-74.008379,40.687834,-74.016575,40.69133,1,2.56494935746154,"2012","12",29,"7",0,"Night",0.792873435538556,40.969319134648,27.3243757002857,30.6680916927935,13.9447275858459,16.1099060935708,5.18844466257235,15.2645098740112,17014.9420384791,5.61343728925014
"6963",6966,"0000001",4,-73.986405,40.757094,-73.991382,40.75067,1,1.38629436111989,"2013","11",14,"5",9,"Mid-Day",0.828249495835393,43.4824756260206,34.4074577042329,20.1500251022506,1.11166230454267,1.28603159224655,10.0468966791459,2.13221535245382,17013.7515523101,9.3129415779126
"6964",6967,"0000001",16.5,-74.016196,40.71473,-73.979581,40.749752,1,2.80336038090653,"2014","3",6,"5",7,"Morning",4.96826275971686,42.5065729728328,31.3770804706122,23.4166389674326,5.58399033539623,6.68498765524043,5.33578627629095,5.73423468415342,17014.3269290273,5.38519007318322
"6965",6968,"0000005",4.5,-73.9658584594727,40.8054618835449,-73.9591674804688,40.8092880249023,1,1.50407739677627,"2015","3",26,"5",0,"Night",0.705787993007535,48.2762303982613,44.3030966094452,16.1950327722749,13.6808727601257,11.4382720123689,22.7356594346264,12.4169564372196,17011.6529482428,22.0101735517145
"6966",6969,"000000239",4.1,-73.983477,40.763848,-73.990292,40.751268,5,1.41098697371026,"2009","2",7,"7",0,"Night",1.5120257322208,43.7009560002336,35.0713486297948,19.6396590471031,1.97875980599989,1.52161476369309,10.9309968106838,2.46187639826301,17013.5746195901,10.1945709960964
"6967",6970,"000000164",6.5,-73.954912,40.765537,-73.969485,40.761235,1,1.87180217690159,"2012","2",23,"5",15,"Evening",1.31727091913831,41.2540285666026,39.3727573132461,15.2561074833525,5.98901919080264,3.98798519619286,14.2115165627133,3.50847895758372,17009.7385722619,13.2596516274922
"6968",6971,"0000001",3.3,-73.993922,40.756785,-73.990531,40.756203,2,1.19392246847243,"2012","9",1,"7",7,"Morning",0.29286085907952,44.2683930743656,34.1435726329738,20.532673921403,1.37887392356938,1.32636428715449,10.3764157153937,2.66848167021135,17014.413111859,9.71539651270097
"6969",6972,"00000087",58,-73.94686,40.78091,-73.900825,40.590317,1,4.06044301054642,"2014","10",18,"7",8,"Morning",21.5455124414446,32.863817515783,47.2971168259862,27.2406101143894,24.6241351351829,24.0923836168865,26.0257996346834,23.2164248893781,17000.0982428735,25.356947739856
"6970",6973,"0000002",55.5,-73.982801,40.782445,-74.177459,40.69515,1,4.01638302075239,"2010","2",22,"2",6,"Morning",19.0575153920131,57.5341402552702,19.8511450257934,36.3834058024754,20.3499784307561,20.3168782742366,22.1389261936937,21.3894117419418,17028.2237738615,22.4224467721379
"6971",6974,"0000003",8.5,-73.977667,40.778908,-73.980765,40.761679,1,2.14006616349627,"2013","11",12,"3",9,"Mid-Day",1.93345944610482,44.4430307926588,37.5280536230684,17.923670035157,5.06186137039458,2.78949480772945,14.0546039487222,3.95705750230524,17012.8447409523,13.3018490081015
"6972",6975,"00000037",9.5,-73.98871,40.73713,-73.96566,40.75366,1,2.2512917986065,"2014","1",11,"7",2,"Night",2.67377011420801,40.8615790116145,35.5211488179882,18.9424117608995,3.90122731769865,4.17773916727309,9.49828124549276,2.96224316122934,17011.4565689609,8.52952155878968
"6973",6976,"0000004",13.5,-73.976312,40.760018,-73.953999,40.773778,1,2.60268968544438,"2014","5",27,"3",9,"Mid-Day",2.42323898026676,42.1951002310521,39.2594583349441,15.6319451397915,5.99509579408726,3.84847954292715,14.5556240749544,3.86860805732486,17010.3763483752,13.6569150157787
"6974",6977,"0000004",7,-73.9769973754883,40.7520561218262,-73.9889755249023,40.7368774414062,3,1.94591014905531,"2015","4",27,"2",18,"Night",1.96644582236854,41.5188107724233,34.5397623818469,19.9343336558121,2.95242641883343,3.49267573275714,8.7299241950805,2.09339065601598,17012.3768581466,7.80775774761883
"6975",6978,"0000004",6.5,-73.978279,40.751216,-73.974053,40.757151,2,1.87180217690159,"2009","2",5,"5",14,"Evening",0.749822794760749,41.7853554864984,36.3950782536466,18.0789310319051,3.06583007701419,1.9801926585968,11.1573223067863,0.749832573142333,17011.6592185083,10.2536373218738
"6976",6979,"0000006",34.9,-73.776644,40.645342,-73.943304,40.718907,2,3.55248682920838,"2010","12",6,"2",23,"Night",16.2606590399695,16.8531303221651,53.6744070849789,25.8500397600721,27.1857626062406,27.3110771306958,27.2715704948237,25.4166642856105,16989.3726181948,26.1731446486052
"6977",6980,"0000002",4.1,-73.98438,40.746091,-73.975392,40.755759,2,1.41098697371026,"2011","10",15,"7",8,"Morning",1.31488334153676,41.8769861344367,35.5398414882886,18.9119124339671,2.52996498903666,2.31474103850877,10.2060373424327,1.32445802174321,17012.13681709,9.3163833807271
"6978",6981,"000000175",5.3,-74.00313,40.739057,-73.990073,40.75677,1,1.66770682055808,"2009","12",12,"7",1,"Night",2.25591129669622,43.870417983776,32.7072613760862,21.8307681790205,2.26498216790445,3.15984555946364,8.33569685099305,3.83448339142976,17014.7746439499,7.71396900210759
"6979",6982,"0000005",5,-74.00783,40.731801,-74.007159,40.740756,2,1.6094379124341,"2013","6",1,"7",17,"Evening",0.997354196854241,44.0830490015782,30.0264907595781,24.4289005159772,3.9952051436697,6.3130785289833,5.33888799382562,6.32455971042404,17016.0855894489,4.92190920689299
"6980",6983,"00000052",5.5,-73.962708,40.772222,-73.954598,40.765657,2,1.70474809223843,"2014","7",7,"2",10,"Mid-Day",0.999670460184154,41.6208277981422,40.4504985643591,14.4549359846026,7.21497547446139,5.07459759126418,15.5721239566004,4.87776409439102,17009.3872845985,14.6292865326858
"6981",6984,"00000043",8.1,-73.996922,40.737133,-73.992593,40.751108,2,2.09186406167839,"2009","4",13,"2",12,"Mid-Day",1.59617069323341,43.1253092586577,32.6676971894239,21.8100339836224,1.61154247482341,3.68918987662282,7.66774370207281,3.70796955864756,17014.3093500143,6.94443777278218
"6982",6985,"000000173",49.57,-73.958373,40.743553,-73.801438,40.668248,1,3.90338581203248,"2010","12",2,"5",15,"Evening",15.6560105686693,22.5664754683222,50.7290992426402,21.875696834955,21.6364298419327,21.2973812542839,24.310073345428,19.4241693474234,16993.6820615242,23.219081301091
"6983",6986,"0000002",16.5,-74.015044,40.714064,-73.974118,40.737283,1,2.80336038090653,"2013","4",4,"5",21,"Night",4.30811062170176,41.2309038400377,31.4215816417423,23.5280224803667,6.63361669862955,8.16312926769927,4.49843458005452,7.08401667237469,17013.5022287159,4.47151915663409
"6984",6987,"000000159",12.5,-73.98567,40.731242,-73.953622,40.774507,1,2.52572864430826,"2014","12",22,"2",23,"Night",5.51649220158229,41.0930011101906,37.4529979291043,17.5246519634033,6.52187438275509,6.24428306146431,11.6366443383651,5.62459977125222,17010.5266555613,10.6279836990994
"6985",6988,"0000003",16,-73.98532,40.768548,-74.014729,40.716825,2,2.77258872223978,"2013","8",3,"7",21,"Night",6.26230026618072,44.1286879734739,32.0103888223896,23.1693673950364,6.27251747574411,6.375821440501,7.11752475021131,6.98062921576772,17015.1214111624,7.06459728879695
"6986",6989,"0000001",11.5,-73.997502,40.721063,-73.948638,40.709542,1,2.4423470353692,"2014","5",7,"4",22,"Night",4.31297319470589,36.7778951593783,34.4975329544475,22.1959473229921,9.20482124017058,10.6247965912324,7.10080855617284,9.2803033561996,17009.5036039532,5.96657489585151
"6987",6990,"0000002",16.5,-74.0147171020508,40.7180480957031,-73.9784164428711,40.7649192810059,2,2.80336038090653,"2015","3",23,"2",19,"Night",6.04286629946666,43.4749716761537,32.3676544363218,22.5858439039972,6.07123932530961,6.05731699123135,7.11670717710597,6.34641936488749,17014.4987110655,6.93972127460062
"6988",6991,"0000004",5.3,-73.988338,40.718718,-74.000632,40.718305,1,1.66770682055808,"2009","3",29,"1",12,"Mid-Day",1.03712187915244,40.3345470510414,31.0276347931845,24.3576316000674,7.19105087445765,9.17616894736713,3.45926562352189,8.19747837278011,17013.183372879,2.27199343415931
"6989",6992,"00000077",8.5,-73.980238,40.761802,-73.989153,40.734107,5,2.14006616349627,"2010","11",2,"3",23,"Night",3.1697930759467,42.2481140798978,34.6283813078303,20.0569951204542,3.53343579130025,3.29927827767386,9.27033886516392,3.34358722541843,17012.8070082536,8.38741869283299
"6990",6993,"0000002",7.7,-73.969323,40.756998,-73.987079,40.768602,1,2.04122032885964,"2012","1",13,"6",21,"Night",1.97514639300377,43.2230832986811,36.9262407685478,17.9841185637894,4.23500370630875,2.43719123429186,12.7685757080653,2.77189653480672,17012.359910597,11.9629777256979
"6991",6994,"0000002",10.5,-73.997113,40.722067,-73.978168,40.751307,1,2.35137525716348,"2014","10",20,"2",16,"Evening",3.62202336091208,41.3713635112194,33.3012254931125,21.4477720881815,4.46326555296633,5.24537498467981,6.94246176660575,3.97204885114906,17012.8185062644,5.94140916383367
"6992",6995,"000000135",6.5,-73.982113,40.770442,-73.972177,40.791655,2,1.87180217690159,"2009","9",29,"3",22,"Night",2.50274233628688,45.793337701568,39.0256311726386,17.538070105479,7.32546719027652,5.10910919530206,16.3817675138526,6.36794948387443,17012.9572631554,15.6687196063202
"6993",6996,"00000065",10.5,-74.007932,40.712362,-73.989107,40.736315,6,2.35137525716348,"2012","10",29,"2",12,"Mid-Day",3.10009356047396,41.6221916713556,30.7398792055359,24.2930696940849,6.03222541712496,8.05471438610486,3.79197297383268,7.25900005733992,17014.0972426034,3.10028020466737
"6994",6997,"0000004",7,-73.986242,40.730321,-73.981206,40.743701,1,1.94591014905531,"2014","6",28,"7",22,"Night",1.54710889652194,40.7133485044048,33.8742171793372,20.7396174709734,3.59887935867644,4.90088453558351,7.39945319080626,3.65843478220231,17012.1838278296,6.38167656571976
"6995",6998,"0000006",8,-73.9867095947266,40.7299728393555,-73.9969024658203,40.7415809631348,5,2.07944154167984,"2015","5",17,"1",1,"Night",1.5503605827854,41.7205185728855,32.5052220106281,22.1039319909345,3.38579669360954,5.38669156513754,6.45714612212984,4.72074373734001,17013.4687112167,5.56788483360698
"6996",6999,"000000102",18.9,-73.961663,40.774278,-74.010642,40.709113,5,2.9391619220656,"2009","2",8,"1",10,"Mid-Day",8.33857045186394,42.4124092426162,34.2449837769606,21.2891013786943,8.58561062717561,8.55112451416906,8.57837518602241,8.33927207837279,17012.7860657153,8.33949119582783
"6997",7000,"0000001",6.1,-73.957768,40.768509,-73.974209,40.754678,1,1.80828877117927,"2010","5",13,"5",6,"Morning",2.06945864562033,41.5142156874318,38.6351861638569,16.0116488143605,5.28984178679581,3.56827735416779,13.4944548788793,2.73625711211032,17010.2895930966,12.5578429395393
"6998",7001,"0000001",10.5,-73.987318,40.760115,-73.990819,40.734173,1,2.35137525716348,"2012","11",22,"5",23,"Night",2.89965651684144,42.7328406682604,33.8790539200913,20.8011827486401,3.01399290989639,3.0219525401321,8.76517255279651,3.54385637755964,17013.4960118468,7.93863037072288
"6999",7002,"0000001",9,-73.9834,40.730316,-73.991064,40.749742,1,2.19722457733622,"2013","3",2,"7",9,"Mid-Day",2.25451371847789,41.5682800202149,33.5827624547292,21.0693119922894,2.61134770981524,4.3171147340058,7.72674414337437,3.7564855857379,17012.8915310061,6.80277964651249
"7000",7003,"0000001",10,-73.9592132568359,40.7632217407227,-73.9736709594727,40.7537078857422,1,2.30258509299405,"2015","1",28,"4",9,"Mid-Day",1.61306789345743,41.1075513607699,38.2765396395285,16.2397876352609,4.90793124690291,3.35511308196573,12.8956158314441,2.23183592502535,17010.2321737785,11.9386916878716
"7001",7004,"000000125",5.7,-73.980845,40.729913,-73.990542,40.724795,5,1.7404661748405,"2009","4",5,"1",3,"Morning",0.99577510327982,39.9080902674009,32.9252106375949,22.045128312001,5.39012549072007,7.06299517445854,5.69462177601761,5.85257019867054,17012.1018272417,4.5581505356645
"7002",7005,"0000001",4.1,0,0,0,0,1,1.41098697371026,"2011","3",22,"3",15,"Evening",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"7003",7006,"0000001",27.07,-73.984462,40.732843,-73.87336,40.774341,1,3.29842610362621,"2009","12",19,"7",6,"Morning",10.4342075019185,36.9907102031793,43.7981019630288,11.1467600576963,12.5545721830355,12.4635876108972,16.9554410797915,11.3616454805807,17003.8227351755,15.8322250689665
"7004",7007,"0000001",11.3,-73.870854,40.773808,-73.829909,40.770563,2,2.42480272571829,"2011","5",3,"3",14,"Evening",3.46677746225263,31.7022255466134,57.6518158693088,4.46461975126516,24.5909158430844,22.8973437663434,30.5422500708755,21.8221981986849,16991.62553085,29.3406352208799
"7005",7008,"0000001",13.7,-73.963387,40.762863,-73.885362,40.747935,4,2.61739583283408,"2009","7",17,"6",23,"Night",6.77847075875443,35.568267940416,44.7902344150883,11.3226313543967,11.9829818016835,10.3703389334266,18.4687371930458,9.37620575454748,17003.1448941294,17.3822536420841
"7006",7009,"0000004",7.3,-73.986524,40.742301,-73.99975,40.734753,1,1.98787434815435,"2010","4",10,"7",20,"Night",1.39503515876747,42.2381011354621,32.4603271592138,21.9971275604626,2.91102537963084,4.80468960835255,6.70392717132113,4.15312089554871,17013.8051476361,5.90454012664013
"7007",7010,"00000049",15.3,0,0,0,0,1,2.72785282839839,"2010","10",22,"6",0,"Night",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"7008",7011,"0000002",13.7,-74.00325,40.739023,-73.979253,40.78703,1,2.61739583283408,"2009","4",5,"1",14,"Evening",5.70791726674707,45.3254776382964,35.1513117514318,20.665511931632,5.75530276135798,5.85393854054186,11.8007492016041,6.49121464170087,17014.5288268441,11.194831206753
"7009",7012,"0000003",11.5,-73.9749755859375,40.7329521179199,-73.971305847168,40.7586517333984,1,2.4423470353692,"2015","2",18,"4",8,"Morning",2.87434040916108,40.3486075663404,36.2679765542404,18.4285922177463,4.56336323676075,4.17085339454074,10.1640418688018,3.03116770483054,17010.804616853,9.1345116578532
"7010",7013,"000000171",6.9,-73.98072,40.765572,-73.995873,40.7517,1,1.93152141160321,"2011","12",5,"2",10,"Mid-Day",2.00204718597152,44.0553432594742,34.9564392613284,19.8133790601786,2.23468779322747,2.03865653961354,11.0730584757834,3.03852210801833,17013.853782803,10.3779683461806
"7011",7014,"0000006",12.9,-73.987822,40.738525,-73.985063,40.762471,2,2.55722731136763,"2010","10",23,"7",19,"Night",2.67279728698257,42.769053865303,34.5585935410785,20.1222884291619,2.9170285568771,2.67425990998907,9.61783574695056,3.0849076000099,17013.203284901,8.79168599411164
"7012",7015,"00000083",4.5,-73.98898,40.721697,-74.001073,0.728087,3,1.50407739677627,"2011","6",18,"7",4,"Morning",4447.08669752587,4458.10679515021,4459.58356554286,4465.07030232298,4453.5136710019,4455.37328671795,4448.37464116107,4454.12196282331,16590.6541195751,4447.93853942708
"7013",7016,"0000003",8.5,-74.006771,40.731168,-73.981113,40.755215,1,2.14006616349627,"2011","7",24,"1",22,"Night",3.43834409768233,43.0089164175585,32.7377143249257,21.7840687184482,3.58709962161467,4.11334778792591,7.58249187851193,3.88753080591259,17014.1356625031,6.92748570659517
"7014",7017,"0000002",10.5,-73.998446,40.713416,-73.966494,40.691102,1,2.35137525716348,"2014","1",16,"5",4,"Morning",3.66213447187146,37.0652063271859,32.6160262721577,25.2710466678787,11.1285583163885,12.881198534382,5.88918046928788,11.6293244352016,17010.5084767196,4.90400768394402
"7015",7018,"0000001",6.5,-73.995854,40.729217,-73.980886,40.733932,1,1.87180217690159,"2013","11",8,"6",3,"Morning",1.3658461510648,40.762205735229,32.7425550969291,21.9653058135814,4.49818527269016,6.22159828080823,5.97469798153901,5.15753351421503,17012.7229087962,4.96837132469665
"7016",7019,"0000001",7.5,-73.9712982177734,40.7600631713867,-73.984245300293,40.7403297424316,1,2.01490302054226,"2015","1",28,"4",1,"Night",2.45035257005086,41.5429851508615,35.83766913909,18.6926988227862,3.51276789112115,3.23580662631973,10.2835659685683,2.45593269354428,17011.7564719559,9.35417431771708
"7017",7020,"000000130",4.5,-73.977548,40.753508,-73.971957,40.763777,1,1.50407739677627,"2009","3",16,"2",6,"Morning",1.23515265371566,42.2104021509635,37.0204975585991,17.5904737055897,3.70926644602476,2.10677200667063,12.1181821130316,1.4029836315183,17011.6139926711,11.2368696251697
"7018",7021,"0000004",3.3,-74.009305,40.706871,-74.009746,40.709912,1,1.19392246847243,"2009","9",11,"6",18,"Night",0.340180778752834,41.7889471559367,28.1329138250925,27.7144216684905,9.75172010094121,11.9639411717684,1.17132037026137,11.261068659867,17015.2459407092,1.39892248331964
"7019",7022,"000000101",56.5,-73.78214,40.644682,-73.847187,40.90517,2,4.0342406381524,"2011","6",21,"3",16,"Evening",29.4782802978707,30.4197550012835,69.9928673476682,31.0326543234922,42.4913356883257,41.2869998888211,46.4848521470909,40.5400513389086,16985.8355556951,45.5395053014535
"7020",7023,"00000038",9,-73.938007,40.696687,-73.967948,40.683997,1,2.19722457733622,"2014","3",20,"5",0,"Night",2.89201678163693,31.5284969881525,37.3812757032205,23.8241063396717,15.2887944081311,16.4284849555273,11.5868021591149,14.7289930316016,17005.1235111129,10.7473662707034
"7021",7024,"000000109",11.5,0,0,0,0,6,2.4423470353692,"2014","11",4,"3",10,"Mid-Day",0,17293.4208292288,17361.1197795747,17314.9975129381,17333.5911498632,17332.5607702632,17335.3583980552,17330.9987045611,327.596007390262,17334.2566048011
"7022",7025,"00000023",8.5,-73.951925,40.778028,-73.969422,40.75957,1,2.14006616349627,"2010","5",28,"6",10,"Mid-Day",2.52658870795061,41.9246955333396,40.1372639267695,14.8834136228499,6.90191268696432,4.83388225933897,15.3158805324717,4.53662617271256,17009.7157135246,14.3864188934024
"7023",7026,"0000007",14,-73.988432,40.74775,-73.962175,40.777656,1,2.63905732961526,"2014","9",9,"3",7,"Morning",3.99356199670731,43.0139430720179,37.3659250931852,17.6707810179112,4.52251396215749,4.1131777156288,12.8427124228701,4.14447274954534,17011.8774016266,12.0111982025705
"7024",7027,"00000060",57.33,-74.003767,40.72601,-73.789827,40.646957,1,4.04882404692029,"2013","10",4,"6",18,"Night",20.0667037899295,22.404711715257,47.7395888314629,28.7244392679703,23.5257810408901,24.6183811689056,21.908774916076,23.4087651472346,16995.6512450572,21.06699177743
"7025",7028,"0000002",10,-73.982654,40.727402,-73.972874,40.755576,1,2.30258509299405,"2014","7",28,"2",22,"Night",3.2393458075913,40.4896163755997,35.2228339595342,19.5265525412361,4.5420560238075,4.60257130709076,8.9279979105171,3.33510952079264,17011.3872441239,7.88476144580218
"7026",7029,"0000001",6.9,-73.996992,40.722446,-73.999362,40.738596,3,1.93152141160321,"2010","7",21,"4",8,"Morning",1.8068677891521,42.110615557326,31.142954222332,23.5943987464642,4.54986204264717,6.73294492902563,4.86991712421317,6.19298064521239,17014.3010496436,3.99458222506677
"7027",7030,"000000103",23.7,-73.862793,40.769097,-73.901342,40.74134,5,3.16547504814109,"2011","6",13,"2",7,"Morning",4.47986418501582,31.1248915728381,51.4494295945145,6.22925873513101,19.0148478981648,17.6836095800356,24.1188609859563,16.3207603562618,16996.1425869474,22.9054713222979
"7028",7031,"0000004",5.7,-73.977263,40.779441,-73.979204,40.762619,2,1.7404661748405,"2011","9",3,"7",19,"Night",1.87764903966126,44.4191731409429,37.7517864635452,17.7395650218616,5.29487031057585,3.02371790680973,14.2753095532911,4.08925182038893,17012.7134098346,13.5159562782795
"7029",7032,"0000001",12.5,-73.9477462768555,40.7751884460449,-73.9608535766602,40.7573127746582,1,2.52572864430826,"2015","6",11,"5",13,"Mid-Day",2.27362768259628,40.7366604023228,40.8696867168616,13.9257083224479,7.56864873708238,5.67973673938363,15.530084753032,4.99156839476962,17008.5538875533,14.5362868298047
"7030",7033,"0000005",24,-73.969211,40.798434,-74.008668,40.725981,2,3.17805383034795,"2013","6",29,"7",18,"Night",8.71487005379577,45.3652214714335,35.6693905436616,21.0859930188157,8.72057329382514,8.75931526163561,11.7637055026236,9.11162961842879,17014.1133746063,11.207172150287
"7031",7034,"000000105",10.5,-74.002012,40.729787,-73.975318,40.756247,1,2.35137525716348,"2014","6",15,"1",19,"Night",3.70324938311985,42.2611975785345,33.5663138320063,20.9914919377917,4.06649230078932,4.41200954657828,7.93744842238688,3.72067591752235,17013.2554091962,7.13731020186504
"7032",7035,"0000003",9.5,-73.9986190795898,40.7350769042969,-73.976936340332,40.7640724182129,2,2.2512917986065,"2015","3",3,"3",6,"Morning",3.70557738781892,42.934975447925,34.2653111769894,20.4028871131976,3.81996992878693,3.7798488335232,9.26862205363262,3.92859669691529,17013.3855557535,8.49433412859916
"7033",7036,"0000006",12,-74.0050811767578,40.7218704223633,-73.9909820556641,40.6886520385742,1,2.484906649788,"2015","6",21,"1",22,"Night",3.88020631912348,39.8445684807016,30.2010375639162,26.8129128714431,10.2123268455741,12.2752619931454,4.5118873412834,11.3716197983116,17013.2112483907,3.98392750447723
"7034",7037,"0000001",12.9,-73.956584,40.775361,-73.983082,40.73488,1,2.55722731136763,"2010","10",27,"4",7,"Morning",5.02425510901259,41.3529093841057,37.5997278261503,17.3811493840116,6.09630330978502,5.69582068700017,12.0043411515188,5.102575581846,17010.6523216491,11.0210338506522
"7035",7038,"0000003",7.3,-74.001552,40.730955,-73.984187,40.754487,1,1.98787434815435,"2011","11",4,"6",8,"Morning",2.99783250090094,42.7694577594463,32.8798231280058,21.670352766917,3.17299791790784,3.89912008890721,7.52033843427618,3.79220986106825,17013.9382201171,6.76878188235398
"7036",7039,"00000066",6.5,-74.009442,40.711078,-74.005728,40.72869,5,1.87180217690159,"2011","12",14,"4",11,"Mid-Day",1.98322016319102,42.5087166530502,28.9979313248294,26.1095373129192,7.22542275601712,9.48147198647654,2.27115023501393,8.95886947973265,17015.4092960307,2.04503350522297
"7037",7040,"0000005",6.5,-73.9972915649414,40.741756439209,-74.0021591186523,40.7507362365723,1,1.87180217690159,"2015","1",11,"1",2,"Night",1.07942652070925,44.0636762085175,32.0667830511732,22.4210924124321,1.76432979425081,3.86494804637318,7.83868207652678,4.19831543075233,17015.2208038003,7.24410192261718
"7038",7041,"0000005",21,-73.971023,40.79594,-74.010075,40.709834,1,3.04452243772342,"2009","3",21,"7",0,"Night",10.1238721846973,44.6596323861494,34.8755706153504,22.1871955476276,10.1277499028347,10.1334725026571,10.3446829119156,10.3490803136014,17013.9864252272,10.1415680054881
"7039",7042,"00000064",3.3,-73.973237,40.790315,-73.966312,40.79228,1,1.19392246847243,"2010","2",22,"2",18,"Night",0.62258231565671,46.4427181687858,41.2614509195039,16.3602983299642,9.91719535199406,7.66799737831404,18.9669954428409,8.6914746062708,17012.1723176969,18.2346706200725
"7040",7043,"00000021",6,-73.954265,40.805762,-73.965695,40.793052,1,1.79175946922805,"2013","11",13,"4",0,"Night",1.70969346008954,46.6781256136257,43.6373805985747,15.259753057906,12.2481333986896,9.95589969558027,21.2810578773455,10.7985549295548,17010.8969511579,20.5084137830609
"7041",7044,"0000001",3.3,-73.137393,41.366138,-73.137393,41.366138,1,1.19392246847243,"2009","5",6,"4",10,"Mid-Day",0,193.769198203965,230.034698661514,179.722318341651,198.366063019581,196.063441450019,206.659081851977,196.066863564869,16900.4617665326,205.59328352466
"7042",7045,"00000017",3.7,-73.988697,40.741438,-73.983248,40.739243,2,1.30833281965018,"2009","10",10,"7",14,"Evening",0.519925469613851,41.3980547048872,33.7324626776641,20.7329186611925,2.59873646273261,4.15650459159425,7.70820439456621,3.16382006492985,17012.6963703671,6.78164774926193
"7043",7046,"000000100",7.7,-73.973627,40.747942,-73.991172,40.750057,5,2.04122032885964,"2010","11",16,"3",19,"Night",1.49656110702673,41.9610377464857,34.9870787332601,19.453181345783,1.88379376796807,2.66354951352986,9.71299888438011,1.82176405754466,17012.4711167127,8.85279960530568
"7044",7047,"00000093",14.9,-73.94716,40.776013,-73.921867,40.766155,1,2.70136121295141,"2011","1",8,"7",11,"Mid-Day",2.39545651883799,39.1033650242822,44.3665490075356,10.4455995766902,11.0895343570232,9.10517491871787,18.7200718871912,8.51694004499705,17005.4868277637,17.6684795745551
"7045",7048,"000000214",5.7,-73.981212,40.738078,-73.995392,40.726315,1,1.7404661748405,"2011","2",14,"2",9,"Mid-Day",1.77154964963078,40.8428123689494,32.8053950426456,21.8963945579984,4.41557154968692,6.06394053867521,6.05777451295956,4.9707518642345,17012.7379950463,5.03971959691726
